"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"age_cat","18-50","18-50","1","c19","adj",-2.284,0.102,0.095,0.109,0.0355,-64.26,0
"age_cat","50-65","50-65","1","c19","adj",-1.072,0.342,0.32,0.366,0.0339,-31.62,0
"age_cat","65-80","65-80","1","c19","adj",-0.204,0.816,0.761,0.874,0.0355,-5.74,0
"gndr_cd","Male","1","1","c19","adj",-0.087,0.917,0.895,0.939,0.0122,-7.12,0
"ethn_cat","Asian","a","1","c19","adj",0.1,1.105,1.029,1.187,0.0364,2.74,0.0061
"ethn_cat","Black","b","1","c19","adj",-0.903,0.406,0.365,0.45,0.0532,-16.97,0
"ethn_cat","Mixed","m","1","c19","adj",-0.742,0.476,0.423,0.536,0.0602,-12.32,0
"ethn_cat","Other","o","1","c19","adj",-0.414,0.661,0.585,0.747,0.0622,-6.66,0
"ethn_cat","(Missing)","missing","1","c19","adj",-2.571,0.076,0.071,0.082,0.0343,-74.86,0
"bmi_cat","<18.5","<18.5","1","c19","adj",-0.398,0.672,0.619,0.729,0.0417,-9.56,0
"bmi_cat","25-29.9","25-29.9","1","c19","adj",0.309,1.362,1.319,1.406,0.0163,18.96,0
"bmi_cat","30-39.9","30-39.9","1","c19","adj",0.482,1.619,1.569,1.671,0.0162,29.79,0
"bmi_cat","40+","40+","1","c19","adj",0.716,2.047,1.952,2.147,0.0243,29.54,0
"urban_rural_class","Rural","r","1","c19","adj",0.102,1.107,1.068,1.149,0.0187,5.44,0
"hh_cat","Alone","1","1","c19","adj",-0.385,0.681,0.656,0.706,0.0188,-20.42,0
"hh_cat","3 members","3","1","c19","adj",-0.131,0.877,0.846,0.909,0.0182,-7.2,0
"hh_cat","4 members","4","1","c19","adj",-0.248,0.78,0.751,0.811,0.0196,-12.65,0
"hh_cat","5 members","5","1","c19","adj",-0.496,0.609,0.581,0.638,0.0238,-20.89,0
"hh_cat","6-10 members","6-10","1","c19","adj",-0.754,0.471,0.449,0.493,0.0242,-31.15,0
"hh_cat","11+ members","11+","1","c19","adj",-0.569,0.566,0.511,0.628,0.0527,-10.8,0
"num_clinical_conditions_cat","1 condition","1","1","c19","adj",0.106,1.112,1.078,1.147,0.0158,6.75,0
"num_clinical_conditions_cat","2 conditions","2","1","c19","adj",0.262,1.299,1.234,1.368,0.0264,9.91,0
"num_clinical_conditions_cat","3 conditions","3","1","c19","adj",0.323,1.382,1.232,1.55,0.0585,5.52,0
"num_clinical_conditions_cat","4+ conditions","4+","1","c19","adj",0.468,1.596,1.214,2.098,0.1396,3.35,8e-04
"health_board","Betsi Cadwaladr University Health Board","bc","1","c19","adj",-0.251,0.778,0.745,0.811,0.0216,-11.61,0
"health_board","Cardiff and Vale University Health Board","cv","1","c19","adj",-0.284,0.752,0.725,0.781,0.0191,-14.89,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","c19","adj",0.022,1.022,0.985,1.06,0.0186,1.17,0.2422
"health_board","Hywel Dda University Health Board","hd","1","c19","adj",-0.307,0.736,0.697,0.777,0.0278,-11.06,0
"health_board","Powys Teaching Health Board","pt","1","c19","adj",0.117,1.124,0.986,1.28,0.0666,1.75,0.0797
"health_board","Swansea Bay University Health Board","sb","1","c19","adj",-0.292,0.747,0.72,0.774,0.0182,-16.03,0
"age_cat","18-50","18-50","1","flu","adj",-2.584,0.075,0.072,0.079,0.0248,-104.24,0
"age_cat","50-65","50-65","1","flu","adj",-1.5,0.223,0.214,0.233,0.0213,-70.54,0
"age_cat","65-80","65-80","1","flu","adj",-0.023,0.978,0.938,1.02,0.0214,-1.06,0.2912
"gndr_cd","Male","1","1","flu","adj",-0.204,0.816,0.799,0.832,0.0104,-19.6,0
"ethn_cat","Asian","a","1","flu","adj",0.124,1.132,1.056,1.212,0.0352,3.52,4e-04
"ethn_cat","Black","b","1","flu","adj",-0.683,0.505,0.445,0.574,0.0651,-10.49,0
"ethn_cat","Mixed","m","1","flu","adj",-0.574,0.563,0.487,0.651,0.0737,-7.8,0
"ethn_cat","Other","o","1","flu","adj",-0.299,0.742,0.648,0.849,0.0688,-4.34,0
"ethn_cat","(Missing)","missing","1","flu","adj",-1.494,0.225,0.205,0.246,0.0467,-32,0
"bmi_cat","<18.5","<18.5","1","flu","adj",-0.338,0.713,0.656,0.776,0.043,-7.86,0
"bmi_cat","25-29.9","25-29.9","1","flu","adj",0.177,1.193,1.159,1.228,0.0146,12.09,0
"bmi_cat","30-39.9","30-39.9","1","flu","adj",0.242,1.274,1.239,1.31,0.0144,16.86,0
"bmi_cat","40+","40+","1","flu","adj",0.559,1.749,1.677,1.825,0.0215,25.98,0
"urban_rural_class","Rural","r","1","flu","adj",0.098,1.103,1.071,1.136,0.0152,6.46,0
"hh_cat","Alone","1","1","flu","adj",-0.344,0.709,0.689,0.729,0.0145,-23.7,0
"hh_cat","3 members","3","1","flu","adj",-0.212,0.809,0.786,0.832,0.0146,-14.54,0
"hh_cat","4 members","4","1","flu","adj",-0.381,0.683,0.66,0.707,0.0176,-21.72,0
"hh_cat","5 members","5","1","flu","adj",-0.496,0.609,0.581,0.638,0.0239,-20.76,0
"hh_cat","6-10 members","6-10","1","flu","adj",-0.576,0.562,0.535,0.591,0.0255,-22.57,0
"hh_cat","11+ members","11+","1","flu","adj",-0.239,0.787,0.722,0.858,0.0441,-5.42,0
"num_clinical_conditions_cat","1 condition","1","1","flu","adj",0.853,2.346,2.291,2.403,0.0121,70.43,0
"num_clinical_conditions_cat","2 conditions","2","1","flu","adj",1.158,3.184,3.067,3.306,0.0191,60.5,0
"num_clinical_conditions_cat","3 conditions","3","1","flu","adj",1.095,2.989,2.778,3.216,0.0374,29.3,0
"num_clinical_conditions_cat","4+ conditions","4+","1","flu","adj",1.092,2.981,2.544,3.493,0.0809,13.5,0
"health_board","Betsi Cadwaladr University Health Board","bc","1","flu","adj",-0.023,0.977,0.942,1.013,0.0184,-1.27,0.2038
"health_board","Cardiff and Vale University Health Board","cv","1","flu","adj",-0.147,0.863,0.835,0.892,0.017,-8.67,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","flu","adj",-0.153,0.858,0.833,0.884,0.0151,-10.14,0
"health_board","Hywel Dda University Health Board","hd","1","flu","adj",-0.168,0.846,0.807,0.886,0.024,-6.99,0
"health_board","Powys Teaching Health Board","pt","1","flu","adj",-0.068,0.934,0.845,1.032,0.0511,-1.34,0.1817
"health_board","Swansea Bay University Health Board","sb","1","flu","adj",-0.1,0.905,0.878,0.933,0.0155,-6.42,0
"age_cat","18-50","18-50","1","c19","unadj",-2.063,0.127,0.12,0.135,0.0313,-66,0
"age_cat","50-65","50-65","1","c19","unadj",-0.973,0.378,0.356,0.402,0.0309,-31.45,0
"age_cat","65-80","65-80","1","c19","unadj",-0.04,0.96,0.899,1.025,0.0334,-1.21,0.2264
"gndr_cd","Male","1","1","c19","unadj",-0.199,0.82,0.802,0.838,0.0111,-17.94,0
"ethn_cat","Asian","a","1","c19","unadj",-0.482,0.617,0.579,0.659,0.0331,-14.6,0
"ethn_cat","Black","b","1","c19","unadj",-1.204,0.3,0.273,0.33,0.0486,-24.8,0
"ethn_cat","Mixed","m","1","c19","unadj",-1.188,0.305,0.274,0.34,0.0553,-21.46,0
"ethn_cat","Other","o","1","c19","unadj",-0.784,0.456,0.408,0.511,0.0578,-13.57,0
"ethn_cat","(Missing)","missing","1","c19","unadj",-2.348,0.096,0.09,0.102,0.0323,-72.75,0
"bmi_cat","<18.5","<18.5","1","c19","unadj",-0.405,0.667,0.62,0.718,0.0374,-10.83,0
"bmi_cat","25-29.9","25-29.9","1","c19","unadj",0.376,1.456,1.414,1.499,0.0149,25.27,0
"bmi_cat","30-39.9","30-39.9","1","c19","unadj",0.511,1.667,1.619,1.715,0.0147,34.66,0
"bmi_cat","40+","40+","1","c19","unadj",0.307,1.359,1.302,1.418,0.0217,14.14,0
"urban_rural_class","Rural","r","1","c19","unadj",0.238,1.269,1.228,1.311,0.0167,14.24,0
"hh_cat","Alone","1","1","c19","unadj",-0.286,0.751,0.726,0.778,0.0175,-16.32,0
"hh_cat","3 members","3","1","c19","unadj",-0.472,0.624,0.603,0.644,0.0169,-27.99,0
"hh_cat","4 members","4","1","c19","unadj",-0.82,0.44,0.425,0.456,0.0179,-45.86,0
"hh_cat","5 members","5","1","c19","unadj",-1.143,0.319,0.306,0.333,0.0216,-52.82,0
"hh_cat","6-10 members","6-10","1","c19","unadj",-1.44,0.237,0.227,0.247,0.0215,-66.83,0
"hh_cat","11+ members","11+","1","c19","unadj",-0.535,0.585,0.533,0.643,0.0475,-11.26,0
"num_clinical_conditions_cat","1 condition","1","1","c19","unadj",-0.474,0.622,0.608,0.637,0.0116,-40.78,0
"num_clinical_conditions_cat","2 conditions","2","1","c19","unadj",0.43,1.537,1.465,1.611,0.0242,17.78,0
"num_clinical_conditions_cat","3 conditions","3","1","c19","unadj",0.884,2.42,2.169,2.699,0.0557,15.86,0
"num_clinical_conditions_cat","4+ conditions","4+","1","c19","unadj",1.17,3.223,2.469,4.206,0.1358,8.61,0
"health_board","Betsi Cadwaladr University Health Board","bc","1","c19","unadj",-0.25,0.779,0.749,0.81,0.0199,-12.58,0
"health_board","Cardiff and Vale University Health Board","cv","1","c19","unadj",-0.495,0.609,0.589,0.63,0.0172,-28.88,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","c19","unadj",0.035,1.036,1.001,1.071,0.0171,2.05,0.0409
"health_board","Hywel Dda University Health Board","hd","1","c19","unadj",-0.243,0.784,0.746,0.824,0.0255,-9.55,0
"health_board","Powys Teaching Health Board","pt","1","c19","unadj",0.207,1.23,1.088,1.391,0.0628,3.3,0.001
"health_board","Swansea Bay University Health Board","sb","1","c19","unadj",-0.274,0.76,0.735,0.785,0.0168,-16.34,0
"age_cat","18-50","18-50","1","flu","unadj",-2.378,0.093,0.089,0.097,0.0217,-109.67,0
"age_cat","50-65","50-65","1","flu","unadj",-1.715,0.18,0.173,0.187,0.0193,-89.04,0
"age_cat","65-80","65-80","1","flu","unadj",-0.102,0.903,0.868,0.939,0.02,-5.1,0
"gndr_cd","Male","1","1","flu","unadj",-0.232,0.793,0.779,0.807,0.0091,-25.63,0
"ethn_cat","Asian","a","1","flu","unadj",-0.331,0.718,0.676,0.763,0.0306,-10.8,0
"ethn_cat","Black","b","1","flu","unadj",-0.99,0.372,0.331,0.417,0.0585,-16.92,0
"ethn_cat","Mixed","m","1","flu","unadj",-0.999,0.368,0.323,0.42,0.0668,-14.94,0
"ethn_cat","Other","o","1","flu","unadj",-0.747,0.474,0.419,0.535,0.0621,-12.03,0
"ethn_cat","(Missing)","missing","1","flu","unadj",-1.587,0.204,0.188,0.223,0.0436,-36.41,0
"bmi_cat","<18.5","<18.5","1","flu","unadj",-0.236,0.79,0.733,0.85,0.0377,-6.27,0
"bmi_cat","25-29.9","25-29.9","1","flu","unadj",0.206,1.228,1.198,1.259,0.0127,16.14,0
"bmi_cat","30-39.9","30-39.9","1","flu","unadj",0.225,1.252,1.222,1.283,0.0124,18.09,0
"bmi_cat","40+","40+","1","flu","unadj",0.047,1.048,1.011,1.087,0.0184,2.57,0.0101
"urban_rural_class","Rural","r","1","flu","unadj",0.138,1.148,1.12,1.178,0.0128,10.78,0
"hh_cat","Alone","1","1","flu","unadj",-0.149,0.862,0.841,0.883,0.0127,-11.74,0
"hh_cat","3 members","3","1","flu","unadj",-0.608,0.544,0.531,0.558,0.0129,-47.08,0
"hh_cat","4 members","4","1","flu","unadj",-1.027,0.358,0.347,0.369,0.0156,-65.69,0
"hh_cat","5 members","5","1","flu","unadj",-1.175,0.309,0.296,0.322,0.0215,-54.62,0
"hh_cat","6-10 members","6-10","1","flu","unadj",-1.246,0.288,0.275,0.301,0.0225,-55.27,0
"hh_cat","11+ members","11+","1","flu","unadj",0.03,1.03,0.955,1.11,0.0384,0.77,0.4414
"num_clinical_conditions_cat","1 condition","1","1","flu","unadj",0.319,1.376,1.35,1.403,0.0098,32.57,0
"num_clinical_conditions_cat","2 conditions","2","1","flu","unadj",1.324,3.758,3.635,3.886,0.017,77.85,0
"num_clinical_conditions_cat","3 conditions","3","1","flu","unadj",1.684,5.385,5.033,5.763,0.0346,48.71,0
"num_clinical_conditions_cat","4+ conditions","4+","1","flu","unadj",1.821,6.175,5.314,7.175,0.0766,23.77,0
"health_board","Betsi Cadwaladr University Health Board","bc","1","flu","unadj",-0.018,0.982,0.951,1.013,0.0161,-1.14,0.2563
"health_board","Cardiff and Vale University Health Board","cv","1","flu","unadj",-0.281,0.755,0.734,0.777,0.0146,-19.25,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","1","flu","unadj",-0.08,0.923,0.9,0.948,0.0131,-6.07,0
"health_board","Hywel Dda University Health Board","hd","1","flu","unadj",-0.11,0.896,0.86,0.933,0.0209,-5.27,0
"health_board","Powys Teaching Health Board","pt","1","flu","unadj",0.026,1.026,0.94,1.121,0.045,0.57,0.5655
"health_board","Swansea Bay University Health Board","sb","1","flu","unadj",-0.091,0.913,0.889,0.937,0.0136,-6.73,0
