"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"age_cat","18-50","18-50","5","c19","adj",-2.338,0.097,0.089,0.105,0.0411,-56.9,0
"age_cat","50-65","50-65","5","c19","adj",-1.034,0.355,0.33,0.383,0.038,-27.25,0
"age_cat","65-80","65-80","5","c19","adj",-0.148,0.862,0.798,0.932,0.0395,-3.75,2e-04
"gndr_cd","Male","1","5","c19","adj",-0.247,0.781,0.758,0.805,0.0153,-16.17,0
"ethn_cat","Asian","a","5","c19","adj",-0.556,0.574,0.515,0.639,0.0549,-10.12,0
"ethn_cat","Black","b","5","c19","adj",-1.165,0.312,0.248,0.392,0.1167,-9.98,0
"ethn_cat","Mixed","m","5","c19","adj",-0.724,0.485,0.405,0.58,0.0915,-7.91,0
"ethn_cat","Other","o","5","c19","adj",-0.771,0.462,0.378,0.565,0.1027,-7.51,0
"bmi_cat","<18.5","<18.5","5","c19","adj",-0.478,0.62,0.563,0.683,0.0495,-9.64,0
"bmi_cat","25-29.9","25-29.9","5","c19","adj",0.269,1.309,1.261,1.359,0.019,14.15,0
"bmi_cat","30-39.9","30-39.9","5","c19","adj",0.433,1.542,1.483,1.604,0.02,21.63,0
"bmi_cat","40+","40+","5","c19","adj",0.67,1.954,1.82,2.099,0.0364,18.4,0
"urban_rural_class","Rural","r","5","c19","adj",0.126,1.134,1.094,1.176,0.0186,6.76,0
"hh_cat","Alone","1","5","c19","adj",-0.491,0.612,0.583,0.641,0.0242,-20.33,0
"hh_cat","3 members","3","5","c19","adj",-0.201,0.818,0.783,0.855,0.0222,-9.04,0
"hh_cat","4 members","4","5","c19","adj",-0.212,0.809,0.772,0.848,0.0241,-8.81,0
"hh_cat","5 members","5","5","c19","adj",-0.563,0.57,0.537,0.604,0.03,-18.78,0
"hh_cat","6-10 members","6-10","5","c19","adj",-0.785,0.456,0.428,0.486,0.0324,-24.2,0
"hh_cat","11+ members","11+","5","c19","adj",-0.473,0.623,0.532,0.731,0.081,-5.84,0
"num_clinical_conditions_cat","1 condition","1","5","c19","adj",0.166,1.18,1.132,1.23,0.0212,7.81,0
"num_clinical_conditions_cat","2 conditions","2","5","c19","adj",0.425,1.529,1.409,1.66,0.0417,10.18,0
"num_clinical_conditions_cat","3 conditions","3","5","c19","adj",0.311,1.365,1.149,1.622,0.0879,3.54,4e-04
"num_clinical_conditions_cat","4+ conditions","4+","5","c19","adj",0.197,1.218,0.839,1.767,0.19,1.04,0.2996
"health_board","Betsi Cadwaladr University Health Board","bc","5","c19","adj",-0.328,0.721,0.682,0.761,0.028,-11.72,0
"health_board","Cardiff and Vale University Health Board","cv","5","c19","adj",-0.205,0.814,0.766,0.866,0.0315,-6.51,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","5","c19","adj",-0.066,0.936,0.879,0.997,0.032,-2.05,0.04
"health_board","Hywel Dda University Health Board","hd","5","c19","adj",-0.441,0.643,0.608,0.681,0.0291,-15.17,0
"health_board","Powys Teaching Health Board","pt","5","c19","adj",-0.12,0.887,0.814,0.966,0.0435,-2.77,0.0057
"health_board","Swansea Bay University Health Board","sb","5","c19","adj",-0.356,0.7,0.658,0.746,0.0319,-11.18,0
"age_cat","18-50","18-50","5","flu","adj",-2.836,0.059,0.056,0.062,0.025,-113.49,0
"age_cat","50-65","50-65","5","flu","adj",-1.7,0.183,0.176,0.19,0.0195,-87.08,0
"age_cat","65-80","65-80","5","flu","adj",-0.059,0.943,0.907,0.98,0.0195,-3.01,0.0026
"gndr_cd","Male","1","5","flu","adj",-0.185,0.831,0.815,0.848,0.01,-18.51,0
"ethn_cat","Asian","a","5","flu","adj",-0.282,0.754,0.689,0.826,0.0465,-6.06,0
