"xvar","xlbl","xlbl_cd","wimd_q","vacc","model_type","est","or","or_low","or_high","se","stat","p"
"age_cat","18-50","18-50","4","c19","adj",-2.27,0.103,0.096,0.111,0.0375,-60.6,0
"age_cat","50-65","50-65","4","c19","adj",-1.022,0.36,0.336,0.385,0.0345,-29.62,0
"age_cat","65-80","65-80","4","c19","adj",-0.168,0.845,0.788,0.907,0.0359,-4.68,0
"gndr_cd","Male","1","4","c19","adj",-0.208,0.812,0.79,0.835,0.014,-14.9,0
"ethn_cat","Asian","a","4","c19","adj",-0.521,0.594,0.544,0.648,0.0444,-11.73,0
"ethn_cat","Black","b","4","c19","adj",-1.317,0.268,0.224,0.321,0.0915,-14.39,0
"ethn_cat","Mixed","m","4","c19","adj",-0.762,0.467,0.395,0.551,0.0851,-8.96,0
"ethn_cat","Other","o","4","c19","adj",-0.857,0.424,0.36,0.501,0.0845,-10.15,0
"bmi_cat","<18.5","<18.5","4","c19","adj",-0.458,0.633,0.576,0.695,0.048,-9.52,0
"bmi_cat","25-29.9","25-29.9","4","c19","adj",0.249,1.283,1.239,1.328,0.0177,14.1,0
"bmi_cat","30-39.9","30-39.9","4","c19","adj",0.438,1.55,1.495,1.607,0.0183,23.93,0
"bmi_cat","40+","40+","4","c19","adj",0.703,2.021,1.897,2.152,0.0323,21.8,0
"urban_rural_class","Rural","r","4","c19","adj",0.074,1.077,1.042,1.114,0.017,4.37,0
"hh_cat","Alone","1","4","c19","adj",-0.501,0.606,0.581,0.632,0.0217,-23.1,0
"hh_cat","3 members","3","4","c19","adj",-0.238,0.788,0.757,0.82,0.0204,-11.67,0
"hh_cat","4 members","4","4","c19","adj",-0.225,0.798,0.764,0.834,0.0224,-10.05,0
"hh_cat","5 members","5","4","c19","adj",-0.552,0.576,0.546,0.608,0.0278,-19.86,0
"hh_cat","6-10 members","6-10","4","c19","adj",-0.867,0.42,0.397,0.444,0.0285,-30.47,0
"hh_cat","11+ members","11+","4","c19","adj",-0.728,0.483,0.426,0.547,0.0639,-11.4,0
"num_clinical_conditions_cat","1 condition","1","4","c19","adj",0.18,1.197,1.153,1.242,0.019,9.47,0
"num_clinical_conditions_cat","2 conditions","2","4","c19","adj",0.396,1.486,1.386,1.594,0.0356,11.14,0
"num_clinical_conditions_cat","3 conditions","3","4","c19","adj",0.3,1.35,1.162,1.568,0.0764,3.93,1e-04
"num_clinical_conditions_cat","4+ conditions","4+","4","c19","adj",0.232,1.261,0.891,1.785,0.1772,1.31,0.1899
"health_board","Betsi Cadwaladr University Health Board","bc","4","c19","adj",-0.231,0.794,0.758,0.831,0.0237,-9.74,0
"health_board","Cardiff and Vale University Health Board","cv","4","c19","adj",-0.243,0.784,0.742,0.828,0.0279,-8.73,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","4","c19","adj",-0.105,0.9,0.853,0.95,0.0274,-3.85,1e-04
"health_board","Hywel Dda University Health Board","hd","4","c19","adj",-0.43,0.651,0.62,0.683,0.0245,-17.54,0
"health_board","Powys Teaching Health Board","pt","4","c19","adj",-0.016,0.984,0.9,1.077,0.0458,-0.34,0.7306
"health_board","Swansea Bay University Health Board","sb","4","c19","adj",-0.358,0.699,0.664,0.737,0.0267,-13.42,0
"age_cat","18-50","18-50","4","flu","adj",-2.739,0.065,0.062,0.068,0.0244,-112.12,0
"age_cat","50-65","50-65","4","flu","adj",-1.624,0.197,0.19,0.205,0.0191,-85.14,0
"age_cat","65-80","65-80","4","flu","adj",-0.048,0.953,0.918,0.989,0.019,-2.54,0.011
"gndr_cd","Male","1","4","flu","adj",-0.205,0.814,0.799,0.83,0.0099,-20.73,0
"ethn_cat","Asian","a","4","flu","adj",-0.121,0.886,0.819,0.959,0.0404,-2.99,0.0028
"ethn_cat","Black","b","4","flu","adj",-0.74,0.477,0.385,0.59,0.1089,-6.8,0
"ethn_cat","Mixed","m","4","flu","adj",-0.433,0.648,0.544,0.773,0.0894,-4.85,0
"ethn_cat","Other","o","4","flu","adj",-0.541,0.582,0.489,0.693,0.0887,-6.1,0
"bmi_cat","<18.5","<18.5","4","flu","adj",-0.235,0.79,0.729,0.857,0.0416,-5.66,0
"bmi_cat","25-29.9","25-29.9","4","flu","adj",0.116,1.123,1.094,1.152,0.0131,8.84,0
"bmi_cat","30-39.9","30-39.9","4","flu","adj",0.162,1.176,1.146,1.207,0.0133,12.2,0
"bmi_cat","40+","40+","4","flu","adj",0.4,1.492,1.425,1.561,0.0233,17.17,0
"urban_rural_class","Rural","r","4","flu","adj",0.032,1.032,1.008,1.057,0.0121,2.62,0.0087
"hh_cat","Alone","1","4","flu","adj",-0.393,0.675,0.657,0.694,0.0142,-27.76,0
"hh_cat","3 members","3","4","flu","adj",-0.266,0.767,0.746,0.787,0.0137,-19.48,0
"hh_cat","4 members","4","4","flu","adj",-0.405,0.667,0.646,0.689,0.0165,-24.58,0
"hh_cat","5 members","5","4","flu","adj",-0.559,0.572,0.546,0.599,0.024,-23.25,0
"hh_cat","6-10 members","6-10","4","flu","adj",-0.697,0.498,0.473,0.524,0.0263,-26.47,0
"hh_cat","11+ members","11+","4","flu","adj",-0.192,0.825,0.75,0.907,0.0483,-3.99,1e-04
"num_clinical_conditions_cat","1 condition","1","4","flu","adj",0.766,2.151,2.101,2.202,0.012,63.95,0
"num_clinical_conditions_cat","2 conditions","2","4","flu","adj",1.013,2.755,2.642,2.872,0.0213,47.68,0
"num_clinical_conditions_cat","3 conditions","3","4","flu","adj",0.867,2.38,2.191,2.585,0.0422,20.53,0
"num_clinical_conditions_cat","4+ conditions","4+","4","flu","adj",0.905,2.471,2.037,2.998,0.0986,9.17,0
"health_board","Betsi Cadwaladr University Health Board","bc","4","flu","adj",-0.117,0.89,0.862,0.918,0.0161,-7.25,0
"health_board","Cardiff and Vale University Health Board","cv","4","flu","adj",-0.209,0.811,0.779,0.845,0.0206,-10.13,0
"health_board","Cwm Taf Morgannwg University Health Board","ct","4","flu","adj",-0.284,0.753,0.726,0.781,0.0186,-15.27,0
"health_board","Hywel Dda University Health Board","hd","4","flu","adj",-0.338,0.713,0.69,0.738,0.017,-19.83,0
"health_board","Powys Teaching Health Board","pt","4","flu","adj",-0.441,0.643,0.607,0.682,0.0299,-14.73,0
"health_board","Swansea Bay University Health Board","sb","4","flu","adj",-0.238,0.788,0.759,0.819,0.0191,-12.43,0
"age_cat","18-50","18-50","4","c19","unadj",-2.067,0.127,0.119,0.135,0.0325,-63.69,0
"age_cat","50-65","50-65","4","c19","unadj",-0.995,0.37,0.348,0.393,0.0315,-31.6,0
"age_cat","65-80","65-80","4","c19","unadj",-0.05,0.952,0.89,1.017,0.034,-1.46,0.1447
"gndr_cd","Male","1","4","c19","unadj",-0.323,0.724,0.706,0.743,0.0129,-25.06,0
"ethn_cat","Asian","a","4","c19","unadj",-0.866,0.42,0.388,0.455,0.0406,-21.32,0
"ethn_cat","Black","b","4","c19","unadj",-1.634,0.195,0.165,0.23,0.085,-19.22,0
"ethn_cat","Mixed","m","4","c19","unadj",-1.185,0.306,0.262,0.357,0.0789,-15.01,0
"ethn_cat","Other","o","4","c19","unadj",-1.167,0.311,0.267,0.363,0.0787,-14.82,0
"bmi_cat","<18.5","<18.5","4","c19","unadj",-0.429,0.651,0.598,0.709,0.0432,-9.94,0
"bmi_cat","25-29.9","25-29.9","4","c19","unadj",0.298,1.348,1.305,1.391,0.0162,18.37,0
"bmi_cat","30-39.9","30-39.9","4","c19","unadj",0.449,1.567,1.516,1.619,0.0168,26.65,0
"bmi_cat","40+","40+","4","c19","unadj",0.303,1.354,1.278,1.435,0.0295,10.27,0
"urban_rural_class","Rural","r","4","c19","unadj",0.116,1.123,1.095,1.152,0.013,8.9,0
"hh_cat","Alone","1","4","c19","unadj",-0.417,0.659,0.634,0.686,0.0203,-20.51,0
